field: text
field: user/screen_name
field: user/name
field: user/id
  >>>   unixtime: 1257437184802
  >>>   user/id: 72825607
  >>>   user/screen_name: "allbeernews"

  >>>   text: "ale alejandro (8)"
  >>>   user/name: "Klauss Stymest"
  >>>   unixtime: 1257437185612
  >>>   user/id: 67946565
  >>>   user/screen_name: "K_wonderland"

  >>>   text: "New Blog Post: A New Way To Brew: The French Press http://bit.ly/1Qhlfl"
  >>>   user/name: "CoffeeForLess.com"
  >>>   unixtime: 1257437187378
  >>>   user/id: 14118173
  >>>   user/screen_name: "CoffeeForLess"

  >>>   text: "Does Green Tea Prevent Cancer? Evidence Continues to Brew, But Questions Remain http://bit.ly/4m6DtK"
  >>>   user/name: "Jackie Schwartz"
  >>>   unixtime: 1257437188305
  >>>   user/id: 87311386
  >>>   user/screen_name: "MassageStaffing"

  >>>   text: "Have a beer dinner with a new Michigan brewery: http://bit.ly/1Pu3DI"
  >>>   user/name: "KalamaBrew"
  >>>   unixtime: 1257437196161
  >>>   user/id: 13517522
  >>>   user/screen_name: "kalamabrew"

  >>>   text: "RT @TheBeerWench THE HOTTST NEW POST: Top 20 BEER Personalities on TWITTER: http://bit.ly/CiTUn"
  >>>   user/name: "MakeitwithMoonshine"
  >>>   unixtime: 1257437197970
  >>>   user/id: 25240992
  >>>   user/screen_name: "MisoHungry"

  >>>   text: "@islayian should be a great flight. lovely calm evening here. beer tomorrow?"
  >>>   user/name: "Andrew Wilson"
  >>>   unixtime: 1257437204034
  >>>   user/id: 14750664
  >>>   user/screen_name: "aigwilson"

  >>>   text: "@QueenWeronika No niby tak XD Ale i tak mi go szkoda ;d"
  >>>   user/name: "Caroline"
  >>>   unixtime: 1257437205983
  >>>   user/id: 46400068
  >>>   user/screen_name: "IHaveADog_"

  >>>   text: "Learn how to Download Apps via Palm\u2019s App Catalog and Learn about Homebrew Apps. http://bit.ly/2nt2OA"
  >>>   user/name: "Harry Bob"
  >>>   unixtime: 1257437223300
  >>>   user/id: 60511174
  >>>   user/screen_name: "preferitti"

  >>>   text: "RT @kendrickkidd new tap for Bold City Brewery's Fritz Hefeweizen off to the printer http://bit.ly/4vKWip Great art & great beer, localism!"
  >>>   user/name: "Chad Landenberger"
  >>>   unixtime: 1257437229566
  >>>   user/id: 18675082
  >>>   user/screen_name: "clandenberger"

  >>>   text: "Maybe making a beer at a Dutch house was not a good idea, we don't like to pay for heat"
  >>>   user/name: "Matt Van Bodegraven"
  >>>   unixtime: 1257437232516
  >>>   user/id: 18131267
  >>>   user/screen_name: "boom_stick"

  >>>   text: "hi @Normlespana, free beer at Israel's  5th beer festival  Friday 6.11 http://is.gd/4NYNH"
  >>>   user/name: "Beer_Festival5"
  >>>   unixtime: 1257437235628
  >>>   user/id: 85900801
  >>>   user/screen_name: "BeerFestival5"

  >>>   text: "Lang weekend! Un man un vrouw en enne groete pot beer Da's al wat der is, leg ow dao maar beej neer! Op naar America!"
  >>>   user/name: "Andr\u00e9 Pille"
  >>>   unixtime: 1257437237543
  >>>   user/id: 32343864
  >>>   user/screen_name: "AndrePille"

  >>>   text: "Got squash tonight, then I might go to a frework display or for a beer."
  >>>   user/name: "Ben Waters"
  >>>   unixtime: 1257437241992
  >>>   user/id: 22906766
  >>>   user/screen_name: "ben_waters"

  >>>   text: "@adamm9 because I don't always drink beer, but when I do I prefer weak American beer."
  >>>   user/name: "Roger Stefan"
  >>>   unixtime: 1257437248093
  >>>   user/id: 33065829
  >>>   user/screen_name: "Rogcar2"

  >>>   text: "@justinfaust drinking beer with the extension 'Light' is like driving a Ferrari with 5HP! No one enjoys this! :D"
  >>>   user/name: "pete"
  >>>   unixtime: 1257437249591
  >>>   user/id: 21445802
  >>>   user/screen_name: "digitalfoxglove"

  >>>   text: "making British Ale #yeast starters for the National Teach a Friend to #Homebrew Day at #PDI/#Dreamworks this Saturday"
  >>>   user/name: "nybbler"
  >>>   unixtime: 1257437250602
  >>>   user/id: 15786839
  >>>   user/screen_name: "nybbler"

  >>>   text: "she's more than hot, she's everything. with the blue jeans a little tight around her butt, the pretty little girl's rockin' the beer gt."
  >>>   user/name: "Erin Dooley"
  >>>   unixtime: 1257437251564
  >>>   user/id: 21901089
  >>>   user/screen_name: "erdooley"

  >>>   text: "I'd like to read more about the #etymology of #beer and the vocabulary related to it. This was a nice start: http://bit.ly/1IaYOn"
  >>>   user/name: "Breeze"
  >>>   unixtime: 1257437253886
  >>>   user/id: 49375068
  >>>   user/screen_name: "Pulmonic_Breeze"

  >>>   text: "@RobertKathleen Why don't u come up to our TweetCrawl at Hartford's Atheneum Museum? Free beer. No pizza, though. But you do get Rembrandt."
  >>>   user/name: "Seshu"
  >>>   unixtime: 1257437261486
  >>>   user/id: 14196966
  >>>   user/screen_name: "PicSeshu"

  >>>   text: "Currently enjoying a good microbrewery beer at Meyer's Deli in downtown Frederiksberg ( can't call it Copenhagen ) and waiting for Pernille."
  >>>   user/name: "Dan Erik Petersen"
  >>>   unixtime: 1257437262612
  >>>   user/id: 1261201
  >>>   user/screen_name: "surething"

  >>>   text: "RT @liceaf: @Alepego Hola Ale, que tengas un buen d\u00eda.// hay si, mana mana"
  >>>   user/name: "Gabriel Felix Valdes"
  >>>   unixtime: 1257437269549
  >>>   user/id: 57659804
  >>>   user/screen_name: "gfelixv"

  >>>   text: "making British Ale #yeast starters for the National Teach a Friend to #Homebrew Day at #PDI / #Dreamworks this Saturday"
  >>>   user/name: "nybbler"
  >>>   unixtime: 1257437270620
  >>>   user/id: 15786839
  >>>   user/screen_name: "nybbler"

  >>>   text: "craving for a root beer float."
  >>>   user/name: "it's yoda"
  >>>   unixtime: 1257437291120
  >>>   user/id: 18690165
  >>>   user/screen_name: "hoodyy"

  >>>   text: "Yay!  RT @SaintArnold   Brewing Christmas Ale & Amber Ale and...this is a big one folks... carbonating #DR9! Bottling it next week."
  >>>   user/name: "Cory Crow"
  >>>   unixtime: 1257437293252
  >>>   user/id: 17846372
  >>>   user/screen_name: "loseaneye"

  >>>   text: "@alenkapo  saludosss ale"
  >>>   user/name: "mireyavazquez"
  >>>   unixtime: 1257437294642
  >>>   user/id: 14097509
  >>>   user/screen_name: "mireyavazquez"

  >>>   text: "Be selfish! No need to share your beer when you have a MINI kegerator. Only $79 today & we're almost sold out! http://bit.ly/3hV0gP"
  >>>   user/name: "Compact Appliance"
  >>>   unixtime: 1257437298976
  >>>   user/id: 70771992
  >>>   user/screen_name: "OfficialCA"

  >>>   text: "RT-ish @theunraveler @eojthebrave TC Drupal Happy Hour, 5:30, Pizza Luce (Seward).  You don't have to drink beer, but you gotta like Drupal."
  >>>   user/name: "Alan Palazzolo"
  >>>   unixtime: 1257437300645
  >>>   user/id: 23242128
  >>>   user/screen_name: "zzolo"

  >>>   text: "Just made Beer in Science class today! It was fun and we get to drink it soon :D"
  >>>   user/name: "Carla Hillier"
  >>>   unixtime: 1257437306198
  >>>   user/id: 70194753
  >>>   user/screen_name: "Carla_Hillier"

  >>>   text: "@thejoshset had a blast hanging with you guys last night at Mojoe's, next time you roll through Chicago let me know, I've got plenty of beer"
  >>>   user/name: "Joshua Donn"
  >>>   unixtime: 1257437311667
  >>>   user/id: 70487791
  >>>   user/screen_name: "joshuadonn"

  >>>   text: "Sign in and rate your favorite #beer to get accurate and customized recommendations! www.thebeergenome.com, Great Minds Drink Alike! pls RT!"
  >>>   user/name: "The Beer Genome"
  >>>   unixtime: 1257437317050
  >>>   user/id: 24917201
  >>>   user/screen_name: "TheBeerGenome"

  >>>   text: "@patrixcz ale nejsou tak nadychane a nerozpadaji se ti na jazyku :))"
  >>>   user/name: "Filip Kartousek"
  >>>   unixtime: 1257437324344
  >>>   user/id: 12043922
  >>>   user/screen_name: "Golop"

  >>>   text: "*Every* beer available as a single. I wish Texas would do this.  - http://bkite.com/24ot5"
  >>>   user/name: "Sean Stoner"
  >>>   unixtime: 1257437328713
  >>>   user/id: 13749072
  >>>   user/screen_name: "maslowbeer"

  >>>   text: "spanish food and beer before bed is a complete fail, or a pass if you want to have to shit forever."
  >>>   user/name: "Denny Pascasio"
  >>>   unixtime: 1257437335820
  >>>   user/id: 22297604
  >>>   user/screen_name: "dennypascasio"

  >>>   text: "Grayson slept until 6 today. Baby steps. Baby steps. I also am considering buying a 6 pack of beer 2 keep in my desk for days I need it"
  >>>   user/name: "Emily Coleman"
  >>>   unixtime: 1257437340035
  >>>   user/id: 24600632
  >>>   user/screen_name: "emNColeman"

  >>>   text: "instaluji 7\u010dky a ne\u010dekan\u011b jsou leg\u00e1ln\u00ed :D, ale fakt opravdu!"
  >>>   user/name: "Jakub Kuba\u0161\u010d\u00edk"
  >>>   unixtime: 1257437340503
  >>>   user/id: 24646455
  >>>   user/screen_name: "lordxiter"

  >>>   text: "Check out @TheBeerWench's Top 20 #BEER Personalities on TWITTER: http://bit.ly/CiTUn (via @hopcast)"
  >>>   user/name: "BeerWarsMovie"
  >>>   unixtime: 1257437341495
  >>>   user/id: 22382537
  >>>   user/screen_name: "BeerWarsMovie"

  >>>   text: "Syracuse Beer Week continues with more events through Sunday http://bit.ly/3HRMWX"
  >>>   user/name: "Marketing Beercast"
  >>>   unixtime: 1257437342516
  >>>   user/id: 27496154
  >>>   user/screen_name: "beercast"

  >>>   text: "RT @kalamabrew: Have a beer dinner with a new Michigan brewery: http://bit.ly/1Pu3DI"
  >>>   user/name: "Eric Ulmer"
  >>>   unixtime: 1257437344459
  >>>   user/id: 14934069
  >>>   user/screen_name: "eulmer"

  >>>   text: "Pilsner is like Mozart.  Light, dainty, and not much substance.  It goes well with white faces and tights."
  >>>   user/name: "drewmerrick"
  >>>   unixtime: 1257437345426
  >>>   user/id: 8517242
  >>>   user/screen_name: "drewmerrick"

  >>>   text: "@zaabbo wszystko fajnie, spoko app ale du\u017co za bardzo si\u0119 wiesza"
  >>>   user/name: "Dominik Paszkiewicz"
  >>>   unixtime: 1257437349407
  >>>   user/id: 25054793
  >>>   user/screen_name: "dominiku"

  >>>   text: "Lion&#39;s share from premium beer http://bit.ly/26iFfL"
  >>>   user/name: "Marketing Beercast"
  >>>   unixtime: 1257437349780
  >>>   user/id: 27496154
  >>>   user/screen_name: "beercast"

  >>>   text: "@heckturd yeah it's like 50 bucks for a beer and a dog! What the hell. We'll eat and imbibe before the show in true NJ fashion."
  >>>   user/name: "StarkNY"
  >>>   unixtime: 1257437351316
  >>>   user/id: 18948728
  >>>   user/screen_name: "StarkOnline"

  >>>   text: "http://twitpic.com/od8pj - just cracked this baby open after it is time to brew coffee if needed"
  >>>   user/name: "eric16v"
  >>>   unixtime: 1257437354599
  >>>   user/id: 17559976
  >>>   user/screen_name: "eric16v"

  >>>   text: "i just made a fire in the oven in the kitchen, drinking a fun beer - relaxing after raking leaves and chopping wood! omg life has changed :]"
  >>>   user/name: "alterpic"
  >>>   unixtime: 1257437356714
  >>>   user/id: 17284406
  >>>   user/screen_name: "alterpic"

  >>>   text: "RT @MayorSamAdams (@RogueAles/http://bit.ly/OycUi):  I found them selling #Oregon & beer in #Taiwan & now #Japan!  http://twitpic.com/ocs6p)"
  >>>   user/name: "Shelly Buschel"
  >>>   unixtime: 1257437363268
  >>>   user/id: 65664865
  >>>   user/screen_name: "sustainableshel"

  >>>   text: "wow 44 more runs for sachin and I'll donate a beer to all my frnds for the weekend!!"
  >>>   user/name: "Samrat P"
  >>>   unixtime: 1257437365041
  >>>   user/id: 16291636
  >>>   user/screen_name: "samrat_p"

  >>>   text: "beer was good."
  >>>   user/name: "eric killion"
  >>>   unixtime: 1257437370138
  >>>   user/id: 49186363
  >>>   user/screen_name: "pnolegendary"

  >>>   text: "@mrbigchin beer?"
  >>>   user/name: "Roberta D'Elias"
  >>>   unixtime: 1257437372693
  >>>   user/id: 22631671
  >>>   user/screen_name: "Bertie_D"

  >>>   text: "RT @Pulmonic_Breeze: I'd like to read more about the #etymology of #beer and the vocabulary related to it.  nice start: http://bit.ly/1IaYOn"
  >>>   user/name: "Jack Logan"
  >>>   unixtime: 1257437372811
  >>>   user/id: 19056088
  >>>   user/screen_name: "beer_me"

  >>>   text: "I need more beer."
  >>>   user/name: "Ryan"
  >>>   unixtime: 1257437379799
  >>>   user/id: 19387143
  >>>   user/screen_name: "Eskimo_Pye"

  >>>   text: "drinking beer! yeesss!"
  >>>   user/name: "trodzkei"
  >>>   unixtime: 1257437382795
  >>>   user/id: 14722926
  >>>   user/screen_name: "trodzkei"

  >>>   text: "@SaintArnold ETA on Christmas Ale?"
  >>>   user/name: "Will Bardwell"
  >>>   unixtime: 1257437386965
  >>>   user/id: 44264833
  >>>   user/screen_name: "willbardwell"

  >>>   text: "cold beer in the am sweetness"
  >>>   user/name: "BabyBluSunshine"
  >>>   unixtime: 1257437391261
  >>>   user/id: 18754355
  >>>   user/screen_name: "BabyBluSunshine"

  >>>   text: "Ale, codificando video.   Los dos procesadores dedicados al 80%."
  >>>   user/name: "Jordi Masague"
  >>>   unixtime: 1257437397062
  >>>   user/id: 12716092
  >>>   user/screen_name: "jorx"

  >>>   text: "@_OnlyJonas moja qmpelka robi .. na moim kompie wi\u0119c tak jakby ja je robie!! ale nie wiem jak haha xDD"
  >>>   user/name: "Mrs Joe Jonas Wife \u2661"
  >>>   unixtime: 1257437397733
  >>>   user/id: 36399090
  >>>   user/screen_name: "MyIsJoeJonas"

  >>>   text: "Happy Hour tomorrow night at 12 Baltimore in the Hotel Phillips to celebrate Boulevard Brewing Company\u2019s Nutcracker Ale! 5-7 p.m."
  >>>   user/name: "Kansas City Ballet"
  >>>   unixtime: 1257437399224
  >>>   user/id: 70758813
  >>>   user/screen_name: "kcballet"

  >>>   text: "@hellowerewolf what the heck is in Lebec, CA? and how the heck are ya. We should go get a beer."
  >>>   user/name: "shaun"
  >>>   unixtime: 1257437408293
  >>>   user/id: 19566421
  >>>   user/screen_name: "f_letter"

  >>>   text: "@churchkeydc Any chance you guys will get Anchor Humming Ale on tap? http://bit.ly/4CxDXf"
  >>>   user/name: "Eric Portelance"
  >>>   unixtime: 1257437416284
  >>>   user/id: 7934512
  >>>   user/screen_name: "eportelance"

  >>>   text: "Ah Crap I go get rid of more recycle and that last beer had a little left now it is all over me and my work out clothes.  Spill - 2"
  >>>   user/name: "Mike Besser"
  >>>   unixtime: 1257437416497
  >>>   user/id: 16537200
  >>>   user/screen_name: "BrewDad"

  >>>   text: "Women will never be equal to men until they can walk down the street with a bald head and a beer gut, and still... http://bit.ly/3FiOkq"
  >>>   user/name: "Ryan Scott"
  >>>   unixtime: 1257437416640
  >>>   user/id: 19608707
  >>>   user/screen_name: "RyanScott1986"

  >>>   text: "Ale me voy a maquinar a un rinc\u00f3n! nos vemos gente!"
  >>>   user/name: "Ares"
  >>>   unixtime: 1257437417674
  >>>   user/id: 51790257
  >>>   user/screen_name: "Ares3D"

  >>>   text: "hey guys how u all? i'm having a beer and going to enjoy a curry tonight. yumyum!"
  >>>   user/name: "Stephanie"
  >>>   unixtime: 1257437420143
  >>>   user/id: 79763821
  >>>   user/screen_name: "sunshinedowner"

  >>>   text: "@Duhflic uuuuuoooouuu Neiim passa aque em kasa manoo qe logo menoos eu to saiindo pra cola ale no Syn\u00e9sio *-*"
  >>>   user/name: "victor"
  >>>   unixtime: 1257437423800
  >>>   user/id: 68750636
  >>>   user/screen_name: "cabralzinhu"

  >>>   text: ".@wegoted & alancolmes are kind of busy, ya know. All that weeping into their beer after Tuesday w/ @cody_k and @shoq is draining. #p2 #tcot"
  >>>   user/name: "Dear Citizen"
  >>>   unixtime: 1257437426462
  >>>   user/id: 34601665
  >>>   user/screen_name: "DearCitizen"

  >>>   text: "BBQ, Babes & Beer!! Sat.-my place! lookin forward to tonite w/Jacob n my hair sniffer &lt;3"
  >>>   user/name: "Tara Hernandez"
  >>>   unixtime: 1257437426855
  >>>   user/id: 61762281
  >>>   user/screen_name: "punkychikk"

  >>>   text: "Talking beer desserts (you read it right) and new restaurants on @ajinthemorning at 8:30 this morning"
  >>>   user/name: "Erin Chambers Smith"
  >>>   unixtime: 1257437430212
  >>>   user/id: 30040201
  >>>   user/screen_name: "ErinKnowsSD"

  >>>   text: "If you say \"beer can\" with an English accent you are also saying \"bacon\" with a Jamaican accent! Try it outloud right now!"
  >>>   user/name: "Frank Tappe"
  >>>   unixtime: 1257437432578
  >>>   user/id: 25887681
  >>>   user/screen_name: "ftappe2000"

  >>>   text: "@boom_stick Maybe brew lager then?"
  >>>   user/name: "RayDavidson"
  >>>   unixtime: 1257437436155
  >>>   user/id: 15004762
  >>>   user/screen_name: "RayDavidson"

  >>>   text: "@dcuthbert let me know when ur in town - beer??"
  >>>   user/name: "shayne robinson"
  >>>   unixtime: 1257437441046
  >>>   user/id: 22892894
  >>>   user/screen_name: "realpictures"

  >>>   text: "Rozhovor: Jo Leinen o ochran\u011b klimatu: \"Administrace prezidenta Obamy je velice ambici\u00f3zn\u00ed, ale Ameri\u010dan\u00e9 p\u0159ich.. http://bit.ly/1nRzsx"
  >>>   user/name: "Evropsk\u00fd parlament"
  >>>   unixtime: 1257437446087
  >>>   user/id: 40848479
  >>>   user/screen_name: "Europarl_CS"

  >>>   text: "@chinezu Numai acei ale\u015fi ai sor\u0163ii au primit invita\u0163ii la Google Wave :p"
  >>>   user/name: "Mihnea Beldescu"
  >>>   unixtime: 1257437450670
  >>>   user/id: 55504280
  >>>   user/screen_name: "mihneawalker"

  >>>   text: "Gum beer - gambir http://myloc.me/1lOTx"
  >>>   user/name: "Charis Herwindrajaya"
  >>>   unixtime: 1257437452300
  >>>   user/id: 64728874
  >>>   user/screen_name: "_charis_"

  >>>   text: ".@wegoted & @alancolmes are kind of busy, ya know. All that weeping into their beer after Tuesday w/ @cody_k & @shoq is draining. #p2 #tcot"
  >>>   user/name: "Dear Citizen"
  >>>   unixtime: 1257437459279
  >>>   user/id: 34601665
  >>>   user/screen_name: "DearCitizen"

  >>>   text: "Opera Turbo mi hl\u00e1s\u00ed, \u017ee m\u00e1m pomal\u00e9 p\u0159ipojen\u00ed. Mn\u011b se ale 1 Gbps linka do CESNETu pomal\u00e1 nezd\u00e1..."
  >>>   user/name: "Kodl"
  >>>   unixtime: 1257437474173
  >>>   user/id: 21690129
  >>>   user/screen_name: "Kodl"

  >>>   text: "RT @samrat_p: wow 44 more runs for sachin and I'll donate a beer to all my frnds for the weekend!!"
  >>>   user/name: "Omkar Dutta"
  >>>   unixtime: 1257437475528
  >>>   user/id: 53292196
  >>>   user/screen_name: "OmkarDutta"

  >>>   text: "5 foot something, cherry bomb she had everything going on. The first thing that caught my eye. She was rockin&#39; the &quot;BEER GUT&quot;"
  >>>   user/name: "Michael Baer"
  >>>   unixtime: 1257437476120
  >>>   user/id: 76060759
  >>>   user/screen_name: "PapaBaer2808"

  >>>   text: "Enjoy live music and great beer at the Park Plaza Castle on Nov. 7th for a Beer Summit w/ over 50 brewers and 200 choices -http://ow.ly/zzd1"
  >>>   user/name: "Westin Copley Place"
  >>>   unixtime: 1257437479731
  >>>   user/id: 52088860
  >>>   user/screen_name: "GatewayToBoston"

  >>>   text: "RT @supakunza: Beer is proof that God loves us and wants us to be happy"
  >>>   user/name: "Nila Febriyanti"
  >>>   unixtime: 1257437481606
  >>>   user/id: 33869657
  >>>   user/screen_name: "nilaaanilaaa"

  >>>   text: "@MyIsJoeJonas hehe ale sa super ; ]] ;*"
  >>>   user/name: "\u2665 Monika Jonas\u2665 \u00ae"
  >>>   unixtime: 1257437481700
  >>>   user/id: 80127287
  >>>   user/screen_name: "_OnlyJonas"

  >>>   text: "Panic over, all's good. God i need a beer..."
  >>>   user/name: "David Biggins"
  >>>   unixtime: 1257437482746
  >>>   user/id: 19530836
  >>>   user/screen_name: "MrMilktray"

  >>>   text: "its $8 Beer and a Burger day! come see Becca, Jordan, and Amanda for lunch. dont forget! we have a DJ/dance party tonight too :)"
  >>>   user/name: "Hells Kitchen "
  >>>   unixtime: 1257437484028
  >>>   user/id: 71892528
  >>>   user/screen_name: "HKnorfolk"

  >>>   text: "@dkp8008 so close to Friday than I can have a beer. Won't be as fun as your trip to cancun though. I'm jealous."
  >>>   user/name: "Andy"
  >>>   unixtime: 1257437488021
  >>>   user/id: 10824572
  >>>   user/screen_name: "kickin_it"

  >>>   text: "My wishlist this coming Nov 14\nPacquiao Vs Cotto Pay per view (yes)\nSan Miguel Beer (yes)\nSisig,Chicharon(yes)\nPacquiao victory (yes)"
  >>>   user/name: "Marvin Carpio"
  >>>   unixtime: 1257437490440
  >>>   user/id: 83166966
  >>>   user/screen_name: "Marvz1118"

  >>>   text: "sekaleng root beer.. malam gelap.. sebatang a'mild"
  >>>   user/name: "Rahaditya A. Nugraha"
  >>>   unixtime: 1257437497754
  >>>   user/id: 87378717
  >>>   user/screen_name: "raditnugraha"

  >>>   text: "Happy Guy Fawkes Day! Getting two kegs, one for beer & one for gunpowder. Don't worry: the powder one won't open, if I remember to label."
  >>>   user/name: "Eaglie"
  >>>   unixtime: 1257437503740
  >>>   user/id: 15650737
  >>>   user/screen_name: "eaglie"

  >>>   text: "Just poked myself in eye. Beer battered brain syndrome. I feel as grey as this morning looks."
  >>>   user/name: "Keri Campbell"
  >>>   unixtime: 1257437505668
  >>>   user/id: 21348444
  >>>   user/screen_name: "ZeLadyK"

  >>>   text: "brew this pot of coffee, close out mail, set adium to \"doing school work\" and type up this paper"
  >>>   user/name: "mike"
  >>>   unixtime: 1257437505923
  >>>   user/id: 15692249
  >>>   user/screen_name: "creepyblindy"

  >>>   text: "Right done my good deeds for today, so off to play. RichieRich is gonna feel the pain tomorrow... DA BEER MONSTER IS COMING... !"
  >>>   user/name: "Saul"
  >>>   unixtime: 1257437510445
  >>>   user/id: 28984836
  >>>   user/screen_name: "DaDataMonkey"

  >>>   text: "As all the Skele-Grow was wasted on Potter, I was forced to brew my own healing potion.  Shoulder is now at 75%."
  >>>   user/name: "Severus Scrape"
  >>>   unixtime: 1257437510833
  >>>   user/id: 87497593
  >>>   user/screen_name: "Severus_Scrape"

  >>>   text: "San Diego Beer Week kicking off tomorrow http://bit.ly/1pMgSj @sdbeerweek http://ff.im/-b1YIa"
  >>>   user/name: "allbeernews"
  >>>   unixtime: 1257437513544
  >>>   user/id: 72825607
  >>>   user/screen_name: "allbeernews"

  >>>   text: "\"Without being summoned the publican brought out two pints of beer, a plate of cheese-filled rolls, a jar...\" http://tumblr.com/xhy3vbnia"
  >>>   user/name: "Lucy T."
  >>>   unixtime: 1257437531000
  >>>   user/id: 42968760
  >>>   user/screen_name: "Lucers"

  >>>   text: "What You Need to Brew Beer at Home | Sonorikacom http://bit.ly/2ECLFj"
  >>>   user/name: "CJ Stewart"
  >>>   unixtime: 1257437535046
  >>>   user/id: 35369254
  >>>   user/screen_name: "madeofdust"

  >>>   text: "We diff. class of people,You say u graduated from Stanford,I say tell him bout the time I got electrocuted & didn&#39;t spill my beer......."
  >>>   user/name: "Scott davenport"
  >>>   unixtime: 1257437538838
  >>>   user/id: 67248417
  >>>   user/screen_name: "ScottieAudio"

  >>>   text: "come see me for lunch! $8 beer and a burger!"
  >>>   user/name: "Rebecca Kelley"
  >>>   unixtime: 1257437541011
  >>>   user/id: 71883027
  >>>   user/screen_name: "heyyyRebecca"

  >>>   text: "@ojapa @chaddyvee RT @highballaustin Come in from 4:30-9:30, grab a pint of beer and you get to keep the glass."
  >>>   user/name: "Justin Schaffer"
  >>>   unixtime: 1257437542485
  >>>   user/id: 12998172
  >>>   user/screen_name: "JustinSchaffer"

  >>>   text: "Nie udalo mi sie dla bilety ale dostalismy stol VIP chyba kolo DDub!  RT @DDUBprivateULA: Udalo Ci sie zdobyc bilet na FACETAME??"
  >>>   user/name: "Paulina Snoks"
  >>>   unixtime: 1257437548404
  >>>   user/id: 35835867
  >>>   user/screen_name: "nkotb_ottawa"

  >>>   text: "@GlowsintheDark Pumped for our show tonight at @BalliceauxRVA Great sounding room. Solid beer selection. New Tunes. Good Times.#rva #rvajazz"
  >>>   user/name: "Reggie Pace"
  >>>   unixtime: 1257437552968
  >>>   user/id: 25134148
  >>>   user/screen_name: "nobsbrass"

  >>>   text: "ON THE EMA PARTY BOAT DRINKING FREE BEER AND JAGERMEISTER. XD"
  >>>   user/name: "Jay Chew"
  >>>   unixtime: 1257437564952
  >>>   user/id: 21513718
  >>>   user/screen_name: "JayFmOnline"

  >>>   text: "Bought Guinness to make Cheddar-Beer Chicken for dinner. Funny how we don't drink the black stuff but I love to cook with it!"
  >>>   user/name: "Jody Halsted"
  >>>   unixtime: 1257437566826
  >>>   user/id: 69958838
  >>>   user/screen_name: "I_BlogConf"

  >>>   text: "Bavaria Beer http://bit.ly/4bUlz8 is served at FLEATIQUE http://twitpic.com/m4fa4"
  >>>   user/name: "Sydney Phoenix"
  >>>   unixtime: 1257437569205
  >>>   user/id: 59061701
  >>>   user/screen_name: "newdbody"

  >>>   text: "does anybody know RODENBACH beer well its the best in the world"
  >>>   user/name: "Amateurken"
  >>>   unixtime: 1257437573706
  >>>   user/id: 60616925
  >>>   user/screen_name: "Amateurken"

  >>>   text: "IDFSpokesperson: IDF: Palestinians hurled firebombs + rocks, damaging an Israeli vehicle driving near Ma'ale Shomron"
  >>>   user/name: "shulemstern"
  >>>   unixtime: 1257437574575
  >>>   user/id: 85783560
  >>>   user/screen_name: "shulemstern"

  >>>   text: "Yuck, what happened to Fall? May go ride my Fat bike, maybe just drink beer instead-and get fatter. Hunting season started so no midday ride"
  >>>   user/name: "Johnny@Parlee"
  >>>   unixtime: 1257437576112
  >>>   user/id: 80066767
  >>>   user/screen_name: "JohnnyatParlee"

  >>>   text: "@ishotjamier what, an early beer?"
  >>>   user/name: "Jason Holland"
  >>>   unixtime: 1257437589215
  >>>   user/id: 19395281
  >>>   user/screen_name: "jasonholland"

  >>>   text: "@jharbweave I dig Harry and Izzy's burger (if only they had better beer).  the Patty Melt at Creation Cafe is fantastic, if you like those."
  >>>   user/name: "Chris Corr"
  >>>   unixtime: 1257437604921
  >>>   user/id: 14983697
  >>>   user/screen_name: "CorrND"

  >>>   text: "@machomebrew @mxcl What do you think about having Qt (or other packages) not use frameworks with Homebrew?"
  >>>   user/name: "Mike Arthur"
  >>>   unixtime: 1257437623328
  >>>   user/id: 8694172
  >>>   user/screen_name: "MikeArthur"

  >>>   text: "Finishing lunch then hitting Brew HaHa before packing the car to leave Philly. Its been fun.  http://myloc.me/1lP3c"
  >>>   user/name: "Jason Trautman"
  >>>   unixtime: 1257437624434
  >>>   user/id: 49879224
  >>>   user/screen_name: "DCJason"

  >>>   text: "Safe as our plane is delayed by 30 mins extra beer time"
  >>>   user/name: "xenz artwork"
  >>>   unixtime: 1257437627467
  >>>   user/id: 20072665
  >>>   user/screen_name: "xnz"

  >>>   text: "I watchin the tele and stopped at YES and damon was in an interview and some random guy came up to and poured beer down his back! Bahaha"
  >>>   user/name: "amanda roy"
  >>>   unixtime: 1257437627570
  >>>   user/id: 25213641
  >>>   user/screen_name: "amandaroy"

  >>>   text: "Sipping beer (unfortunately non alcoholic) and watching Sachin's fantastic innings."
  >>>   user/name: "Madhan Mohan"
  >>>   unixtime: 1257437636874
  >>>   user/id: 87472381
  >>>   user/screen_name: "Madhan_Mohan"

  >>>   text: "Cool beer - lovely :D"
  >>>   user/name: "Claes Fox\u00e9rus"
  >>>   unixtime: 1257437638335
  >>>   user/id: 24808949
  >>>   user/screen_name: "foxerus"

  >>>   text: "@Stwo I wonder if we'll be able to figger out a way to stream it while there.  We'll drink beer...while you do!!! :-)"
  >>>   user/name: "Andre Archimbaud"
